sr_no,date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,remarks,year,funding_category
557,,Raw Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,4200000.0,,,Medium
558,,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,4200000.0,,,Medium
559,,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,4200000.0,,,Medium
560,,Tagbox,Technology,Cold Chain monitoring solution,Bangalore,"Indian Angel network, IAN Fund",Seed Funding,4200000.0,,,Medium
561,,Fyre,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,4200000.0,,,Medium
562,,Ziploan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,4200000.0,,,Medium
563,,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,4200000.0,,,Medium
564,,Chevon,Food & Beverage,Frozen Meat provider,Mumbai,Greenfield Advisory,Private Equity,4200000.0,,,Medium
565,,Propstory,Consumer Internet,Real Estate content portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,4200000.0,,,Medium
566,,Spotdraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,4200000.0,,,Medium
567,,Big Basket,Ecommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,4200000.0,,,Medium
568,,Ofbusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,4200000.0,,,Medium
569,,Olly Credit,Technology,Credit + payment mobile app,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,4200000.0,,,Medium
570,,Cashfree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,4200000.0,,,Medium
571,,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,4200000.0,,,Medium
572,,Goldfarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,4200000.0,,,Medium
573,,Netmeds,Ecommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,4200000.0,,,Medium
574,,Mse,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,4200000.0,,,Medium
575,2017-01-09,Aahaa Stores,Ecommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,4200000.0,,2017.0,Medium
576,2017-01-09,Mfine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,4200000.0,,2017.0,Medium
577,2017-01-09,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,4200000.0,,2017.0,Medium
578,2017-04-09,Primaryio,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,4200000.0,,2017.0,Medium
579,2017-05-09,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,4200000.0,,2017.0,Medium
580,2017-05-09,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,4200000.0,,2017.0,Medium
581,2017-06-09,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,4200000.0,,2017.0,Medium
582,2017-06-09,Gofro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,4200000.0,,2017.0,Medium
583,2017-06-09,Oncostem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,4200000.0,,2017.0,Medium
584,2017-06-09,Power2Sme,Ecommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,4200000.0,,2017.0,Medium
585,2017-07-09,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,4200000.0,,2017.0,Medium
586,2017-07-09,Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,4200000.0,,2017.0,Medium
587,2017-07-09,Oyo Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,4200000.0,,2017.0,Medium
588,2017-07-09,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,4200000.0,,2017.0,Medium
589,2017-07-09,Mamaearth,Ecommerce,online babycare products marketplace,Gurgaon,Fireside Ventures,Seed Funding,4200000.0,,2017.0,Medium
590,2017-07-09,Seniority,Ecommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,4200000.0,,2017.0,Medium
591,2017-08-09,Aye Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,4200000.0,,2017.0,Medium
592,2017-08-09,Farmizen,Technology,Agre-Tech Mobile app,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,4200000.0,,2017.0,Medium
593,2017-11-09,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,4200000.0,,2017.0,Medium
594,2017-11-09,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,4200000.0,,2017.0,Medium
595,2017-12-09,Sattviko,Ecommerce,Health Food etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,4200000.0,,2017.0,Medium
596,2017-12-09,3Hcare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,4200000.0,,2017.0,Medium
597,2017-12-09,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,4200000.0,,2017.0,Medium
598,2017-12-09,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,4200000.0,,2017.0,Medium
599,,Wittyfeed,Technology,Content marketing platform,Indore,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,4200000.0,,,Medium
600,,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,4200000.0,,,Medium
601,,Oyo Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,4200000.0,,,Medium
602,,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,4200000.0,,,Medium
603,,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,4200000.0,,,Medium
604,,Gurukul,Consumer Internet,co-working space provider,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,4200000.0,,,Medium
605,,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,4200000.0,,,Medium
606,,Wheelstreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed Funding,4200000.0,,,Medium
607,,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,4200000.0,,,Medium
608,,The Moms Co,Ecommerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,4200000.0,,,Medium
609,,Noticeboard,Technology,"mobile-first communication platform for on-field staff,",Bangalore,"Shamik Sharma, Aprameya Radhakrishna",Seed Funding,4200000.0,,,Medium
610,,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,4200000.0,,,Medium
611,,Hwell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,Undisclosed Investors,Seed Funding,4200000.0,,,Medium
612,,Savebc,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,4200000.0,,,Medium
613,,Gaming Monk,Consumer Internet,E-sports platform,New Delhi,AdvantEdge,Private Equity,4200000.0,,,Medium
614,,91Springboard,Consumer Internet,Co-working spaces,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,4200000.0,,,Medium
615,,Homergize,Ecommerce,Home Furnishing & Building material marketplace,Bangalore,LG Chandrasekhar,Private Equity,4200000.0,,,Medium
616,,Yatra.Com,Ecommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt Funding,4200000.0,,,Medium
617,,Ace Turtle,Technology,Omni-channel web commerce solutions provider,Bangalore,InnoVen Capital,Private Equity,4200000.0,,,Medium
618,,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,AV Thomas Group,Seed Funding,4200000.0,,,Medium
619,,Synup,Technology,SME Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,4200000.0,,,Medium
620,,Tinmen,Consumer Internet,Food Delivery platform,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,4200000.0,,,Medium
621,,Cropin,Technology,Crop Technology Solutions,Bangalore,Beenext,Private Equity,4200000.0,,,Medium
622,,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,4200000.0,,,Medium
623,,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,4200000.0,,,Medium
624,,Credifiable,Consumer Internet,Online consumer lending platform,Bangalore,Kae Capital,Private Equity,4200000.0,,,Medium
625,,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,4200000.0,,,Medium
626,,Multibhashi,Consumer Internet,Language learning Mobile App,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed Funding,4200000.0,,,Medium
627,,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,4200000.0,,,Medium
628,,Fashalot,Consumer Internet,O2O fashion discovery platform,Gurgaon,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,4200000.0,,,Medium
629,,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,4200000.0,,,Medium
630,,Gochoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurgaon,"Rivergate Capital,",Seed Funding,4200000.0,,,Medium
631,,Myupchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed Funding,4200000.0,,,Medium
632,,Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,Keiretsu Forum,Private Equity,4200000.0,,,Medium
633,2017-01-08,Touchkin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,4200000.0,,2017.0,Medium
634,2017-02-08,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,4200000.0,,2017.0,Medium
635,2017-02-08,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,4200000.0,,2017.0,Medium
636,2017-02-08,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,4200000.0,,2017.0,Medium
637,2017-02-08,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,4200000.0,,2017.0,Medium
638,2017-03-08,Speedbox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,4200000.0,,2017.0,Medium
639,2017-03-08,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed Funding,4200000.0,,2017.0,Medium
640,2017-03-08,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,4200000.0,,2017.0,Medium
641,2017-03-08,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,4200000.0,,2017.0,Medium
642,2017-04-08,Lime Tray,Technology,Restaurant Management Solutions,New Delhi,JSW Ventures,Private Equity,4200000.0,,2017.0,Medium
643,2017-04-08,Coutloot,Ecommerce,Fashion Resale Marketplace,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,4200000.0,,2017.0,Medium
644,2017-04-08,Box My Space,Logistics,Warehouse Aggregator,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,4200000.0,,2017.0,Medium
645,2017-05-08,Curatio,Healthcare,Skincare Speciality services,Chennai,Anicut Capital,Private Equity,4200000.0,,2017.0,Medium
646,2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,4200000.0,,2017.0,Medium
647,2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,4200000.0,,2017.0,Medium
648,2017-09-08,Truxapp,Logistics,Mobile based Logistics Service,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,4200000.0,,2017.0,Medium
649,2017-09-08,Crofarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Ventures,Seed Funding,4200000.0,,2017.0,Medium
650,2017-09-08,Doodhwala,Consumer Internet,Online milk delivery,Bangalore,Tom Varkey,Seed Funding,4200000.0,,2017.0,Medium
651,2017-10-08,Stayabode,Consumer Internet,Co-Living space aggregator,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,4200000.0,,2017.0,Medium
652,2017-11-08,Flipkart,Ecommerce,Online Marketplace,Bangalore,Softbank,Private Equity,4200000.0,,2017.0,Medium
653,2017-11-08,Moong Labs,Technology,Mobile games developer,New Delhi,Nazara Games,Private Equity,4200000.0,,2017.0,Medium
654,2017-11-08,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,4200000.0,,2017.0,Medium
655,,Sports Flashes,Consumer Internet,Sports Content Mobile App,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,4200000.0,,,Medium
656,,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,4200000.0,,,Medium
657,,Knab Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,4200000.0,,,Medium
658,,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,4200000.0,,,Medium
659,,Rootefy,Ecommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed Funding,4200000.0,,,Medium
660,,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,4200000.0,,,Medium
661,,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,4200000.0,,,Medium
662,,Flochat,Consumer Internet,instant messaging platform,Mumbai,"iSquare Global,",Seed Funding,4200000.0,,,Medium
663,,Easygov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,4200000.0,,,Medium
664,,Milk Basket,Consumer Internet,Online Grocery platform,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,4200000.0,,,Medium
665,,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,4200000.0,,,Medium
666,,Bombay Shaving Company,Ecommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,4200000.0,,,Medium
667,,Awign,Technology,Operations and manpower outsourcing,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,4200000.0,,,Medium
668,,Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed Funding,4200000.0,,,Medium
669,,Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,4200000.0,,,Medium
670,,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,4200000.0,,,Medium
671,,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,4200000.0,,,Medium
672,,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,4200000.0,,,Medium
673,,Curefit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,4200000.0,,,Medium
674,,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,4200000.0,,,Medium
675,,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt Funding,4200000.0,,,Medium
676,,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,4200000.0,,,Medium
677,,Medgenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,4200000.0,,,Medium
678,2017-01-07,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,4200000.0,,2017.0,Medium
679,2017-03-07,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,4200000.0,,2017.0,Medium
680,2017-04-07,Droom,Ecommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,4200000.0,,2017.0,Medium
